danceability_dervied,energy_derived,tempo_derived,valence_derived,danceability_spotify,energy_spotify,tempo_spotify,valence_spotify
1.9978340227860918,-0.04136918027269468,-1.0388027439145853,1.073539061834188,0,0,0,0

