danceability_derived,energy_derived,tempo_derived,valence_derived,danceability_spotify,valence_spotify,tempo_spotify,energy_spotify
-3.0958155414985304,-1.9663859830380095,-3.874095401456411,-1.9324949905863893,0.023832345147868916,-0.27331544064657887,0.21932205268120306,-0.39797582891181120
0.16887954074929948,-1.8594772868559848,-1.879922806673677,1.665671052537411,-0.6447445720774764,-0.023001661690299414,-0.09227741350770842,-0.29546057057613095
-3.0958155414985304,-1.9664592814477193,-3.874095401456411,-1.9324949905863893,0.3728521595638118,-0.49111111538799423,-0.30284635833663864,0.12192298121913872
1.7632655111494024,1.2986516965436974,-0.7477254084459235,1.6414715331216982,0.6606801883354012,0.08513994069866726,-0.007818692264810556,0.838797537723646
-2.6137602523669003,1.6882096782192826,2.240709487057319,-1.883513650819023,-0.12234803166919817,-0.9056791323784246,0.01661459222617707,1.024057254573125
0.7524678668019316,1.6442745675039905,0.43510151622306986,-0.4154876172138917,0.02949825122604958,-0.9334329562083201,0.3051389041149414,0.6410895395048338
1.311126206110567,-1.8442464484746832,-0.09156570105193125,1.0274087279479853,-0.043025346574665835,0.08816488062563135,-0.07542484609155682,-0.6615864932035604
-0.46456875879132414,1.5842299161930922,-0.047863944478393206,0.49501930080230316,-0.23906569687972462,-0.1129936245174814,0.7269166820357938,0.6066737027778555
1.532096543159622,1.3118322297582847,-0.0037769490526455007,1.4259445633255061,1.280530313288391,0.7415519048498777,0.1015173175699265,1.1617206014810386
-2.4063880899054797,1.6830839153024986,-1.9089201921425374,-1.9248267678715354,-0.33651928142443593,-0.035857656379896866,0.5156425542231581,0.5737223697413868
1.8924481697319273,0.5642030957530736,0.6960126907220998,1.7087764464966493,0.9303773176568114,0.8065881132796058,-0.12001461086679821,0.380407882594104
1.9910349354922747,-0.9054263576734286,0.6468392365527713,1.7027265666427212,0.48928652947042905,0.5224328188904154,-0.6338285623693488,-0.18617198267184315
-0.0328267156339402,1.6545260933375587,-1.6397884123056792,-1.8281345631061279,1.4165120591647322,-0.24382227635867898,0.42838268946165137,0.19148690651835037
-3.0958155414985304,-1.9664592814477195,-3.874095401456411,-1.9324949905863893,0.3898498777983542,-0.4767426507349148,-0.7933141824480812,-0.7229491978359175
1.219338527644037,1.3550350886283216,-0.8989740995066487,0.32108525500186724,0.4329107639925292,0.312010435220975,0.19028549037991452,0.7209049906376135
